| MORGAN      | MCDORMAND    | ARABIA DOGMA                |
| JADA        | RYDER        | GOSFORD DONNIE              |
| HUMPHREY    | GARLAND      | GOSFORD DONNIE              |
| NATALIE     | HOPKINS      | GRACELAND DYNAMITE          |
| CHRISTIAN   | NEESON       | GRACELAND DYNAMITE          |
| BURT        | POSEY        | GRACELAND DYNAMITE          |
| SIDNEY      | CROWE        | GRACELAND DYNAMITE          |
| ALBERT      | JOHANSSON    | GRACELAND DYNAMITE          |
| KENNETH     | HOFFMAN      | GRACELAND DYNAMITE          |
| EWAN        | GOODING      | GRADUATE LORD               |
| WHOOPI      | HURT         | GRADUATE LORD               |
| JOHNNY      | CAGE         | GRAFFITI LOVE               |
| CHRISTIAN   | NEESON       | GRAFFITI LOVE               |
| KENNETH     | PALTROW      | GRAFFITI LOVE               |
| GARY        | PENN         | GRAFFITI LOVE               |
| SEAN        | GUINESS      | GRAFFITI LOVE               |
| AUDREY      | BAILEY       | GRAFFITI LOVE               |
| JOHNNY      | LOLLOBRIGIDA | GRAIL FRANKENSTEIN          |
| JAYNE       | NEESON       | GRAIL FRANKENSTEIN          |
| DARYL       | WAHLBERG     | GRAIL FRANKENSTEIN          |
| GRETA       | KEITEL       | GRAIL FRANKENSTEIN          |
| AL          | GARLAND      | GRAIL FRANKENSTEIN          |
| CARMEN      | HUNT         | GRAPES FURY                 |
| HENRY       | BERRY        | GRAPES FURY                 |
| MARY        | TANDY        | GRAPES FURY                 |
| LUCILLE     | DEE          | GRAPES FURY                 |
| BURT        | TEMPLE       | GRAPES FURY                 |
| KIRK        | JOVOVICH     | GREASE YOUTH                |
| SIDNEY      | CROWE        | GREASE YOUTH                |
| ADAM        | HOPPER       | GREASE YOUTH                |
| HELEN       | VOIGHT       | GREATEST NORTH              |
| RIP         | WINSLET      | GREATEST NORTH              |
| MATTHEW     | LEIGH        | GREATEST NORTH              |
| WARREN      | NOLTE        | GREATEST NORTH              |
| CUBA        | BIRCH        | GREATEST NORTH              |
| GREGORY     | GOODING      | GREATEST NORTH              |
| JENNIFER    | DAVIS        | GREEDY ROOTS                |
| GARY        | PENN         | GREEDY ROOTS                |
| WARREN      | NOLTE        | GREEDY ROOTS                |
| HARRISON    | BALE         | GREEDY ROOTS                |
| FAY         | WOOD         | GREEDY ROOTS                |
| ALAN        | DREYFUSS     | GREEDY ROOTS                |
| RENEE       | BALL         | GREEDY ROOTS                |
| MARY        | KEITEL       | GREEDY ROOTS                |
| SISSY       | SOBIESKI     | GREEK EVERYONE              |
| BURT        | DUKAKIS      | GREEK EVERYONE              |
| RIP         | WINSLET      | GREEK EVERYONE              |
| CATE        | HARRIS       | GREEK EVERYONE              |
| UMA         | WOOD         | GRINCH MASSAGE              |
| BURT        | DUKAKIS      | GRINCH MASSAGE              |
| KIRSTEN     | AKROYD       | GRINCH MASSAGE              |
| JIM         | MOSTEL       | GRINCH MASSAGE              |
| WARREN      | JACKMAN      | GRINCH MASSAGE              |
| MATTHEW     | CARREY       | GRINCH MASSAGE              |
| CAMERON     | ZELLWEGER    | GRIT CLOCKWORK              |
| KEVIN       | GARLAND      | GRIT CLOCKWORK              |
| GEOFFREY    | HESTON       | GRIT CLOCKWORK              |
| JOHNNY      | LOLLOBRIGIDA | GROOVE FICTION              |
| JODIE       | DEGENERES    | GROOVE FICTION              |
| DAN         | HARRIS       | GROOVE FICTION              |
| MINNIE      | ZELLWEGER    | GROOVE FICTION              |
| HARRISON    | BALE         | GROOVE FICTION              |
| JANE        | JACKMAN      | GROOVE FICTION              |
| IAN         | TANDY        | GROOVE FICTION              |
| SEAN        | GUINESS      | GROSSE WONDERFUL            |
| DAN         | STREEP       | GROSSE WONDERFUL            |
| CUBA        | ALLEN        | GROSSE WONDERFUL            |
| ALBERT      | JOHANSSON    | GROSSE WONDERFUL            |
| UMA         | WOOD         | GROUNDHOG UNCUT             |
| JULIA       | BARRYMORE    | GROUNDHOG UNCUT             |
| JAYNE       | NEESON       | GROUNDHOG UNCUT             |
| ADAM        | GRANT        | GROUNDHOG UNCUT             |
| SEAN        | GUINESS      | GROUNDHOG UNCUT             |
| RICHARD     | PENN         | GROUNDHOG UNCUT             |
| GROUCHO     | WILLIAMS     | GROUNDHOG UNCUT             |
| DAN         | TORN         | GUMP DATE                   |
| MENA        | TEMPLE       | GUMP DATE                   |
| RIP         | WINSLET      | GUMP DATE                   |
| GENE        | HOPKINS      | GUMP DATE                   |
| RIVER       | DEAN         | GUMP DATE                   |
| JAYNE       | NOLTE        | GUMP DATE                   |
| BURT        | DUKAKIS      | GUN BONNIE                  |
| GROUCHO     | SINATRA      | GUN BONNIE                  |
| IAN         | TANDY        | GUN BONNIE                  |
| WILL        | WILSON       | GUN BONNIE                  |
| MATTHEW     | CARREY       | GUN BONNIE                  |
| CARMEN      | HUNT         | GUNFIGHT MOON               |
| GINA        | DEGENERES    | GUNFIGHT MOON               |
| KEVIN       | GARLAND      | GUNFIGHT MOON               |
| RUSSELL     | CLOSE        | GUNFIGHT MOON               |
| AUDREY      | OLIVIER      | GUNFIGHTER MUSSOLINI        |
| JUDY        | DEAN         | GUNFIGHTER MUSSOLINI        |
| SCARLETT    | DAMON        | GUNFIGHTER MUSSOLINI        |
| RUSSELL     | CLOSE        | GUNFIGHTER MUSSOLINI        |
| RIP         | CRAWFORD     | GUYS FALCON                 |
| BURT        | DUKAKIS      | GUYS FALCON                 |
| RICHARD     | PENN         | GUYS FALCON                 |
| MORGAN      | WILLIAMS     | GUYS FALCON                 |
| RUSSELL     | CLOSE        | GUYS FALCON                 |
| ANNE        | CRONYN       | HALF OUTFIELD               |
| GREG        | CHAPLIN      | HALF OUTFIELD               |
| SEAN        | GUINESS      | HALF OUTFIELD               |
| HARRISON    | BALE         | HALF OUTFIELD               |
| DARYL       | CRAWFORD     | HALF OUTFIELD               |
| DEBBIE      | AKROYD       | HALF OUTFIELD               |
| JOHNNY      | LOLLOBRIGIDA | HALL CASSIDY                |
| RIP         | CRAWFORD     | HALL CASSIDY                |
| CAMERON     | WRAY         | HALL CASSIDY                |
| GINA        | DEGENERES    | HALL CASSIDY                |
| JAYNE       | SILVERSTONE  | HALL CASSIDY                |
| ED          | CHASE        | HALLOWEEN NUTS              |
| AUDREY      | OLIVIER      | HALLOWEEN NUTS              |
| JUDE        | CRUISE       | HALLOWEEN NUTS              |
| JAYNE       | NEESON       | HALLOWEEN NUTS              |
| GROUCHO     | SINATRA      | HALLOWEEN NUTS              |
| SYLVESTER   | DERN         | HALLOWEEN NUTS              |
| ANGELA      | WITHERSPOON  | HALLOWEEN NUTS              |
| JOHNNY      | CAGE         | HAMLET WISDOM               |
| PENELOPE    | CRONYN       | HAMLET WISDOM               |
| WARREN      | JACKMAN      | HAMLET WISDOM               |
| FAY         | WINSLET      | HAMLET WISDOM               |
| CHRISTOPHER | WEST         | HAMLET WISDOM               |
| ZERO        | CAGE         | HANDICAP BOONDOCK           |
| GARY        | PHOENIX      | HANDICAP BOONDOCK           |
| RENEE       | TRACY        | HANDICAP BOONDOCK           |
| ALBERT      | NOLTE        | HANDICAP BOONDOCK           |
| CATE        | HARRIS       | HANDICAP BOONDOCK           |
| AL          | GARLAND      | HANDICAP BOONDOCK           |
| MARY        | KEITEL       | HANDICAP BOONDOCK           |
| MATTHEW     | JOHANSSON    | HANGING DEEP                |
| JOHNNY      | CAGE         | HANGING DEEP                |
| RIP         | WINSLET      | HANGING DEEP                |
| KENNETH     | PALTROW      | HANGING DEEP                |
| ANGELA      | WITHERSPOON  | HANGING DEEP                |
| MERYL       | GIBSON       | HANGING DEEP                |
| ROCK        | DUKAKIS      | HANGING DEEP                |
| RICHARD     | PENN         | HANKY OCTOBER               |
| OLYMPIA     | PFEIFFER     | HANKY OCTOBER               |
| LISA        | MONROE       | HANKY OCTOBER               |
| JENNIFER    | DAVIS        | HANOVER GALAXY              |
| KIRSTEN     | PALTROW      | HANOVER GALAXY              |
| JULIA       | MCQUEEN      | HANOVER GALAXY              |
| JAYNE       | NEESON       | HANOVER GALAXY              |
| ANGELA      | HUDSON       | HANOVER GALAXY              |
| SCARLETT    | DAMON        | HANOVER GALAXY              |
| KENNETH     | HOFFMAN      | HANOVER GALAXY              |
| NICK        | WAHLBERG     | HAPPINESS UNITED            |
| ADAM        | GRANT        | HAPPINESS UNITED            |
| GROUCHO     | DUNST        | HAPPINESS UNITED            |
| CUBA        | ALLEN        | HAPPINESS UNITED            |
| MERYL       | GIBSON       | HAPPINESS UNITED            |
| KARL        | BERRY        | HARDLY ROBBERS              |
| ANNE        | CRONYN       | HARDLY ROBBERS              |
| GRETA       | MALDEN       | HARDLY ROBBERS              |
| TIM         | HACKMAN      | HAROLD FRENCH               |
| NATALIE     | HOPKINS      | HAROLD FRENCH               |
| PENELOPE    | CRONYN       | HAROLD FRENCH               |
| ED          | MANSFIELD    | HAROLD FRENCH               |
| HARVEY      | HOPE         | HAROLD FRENCH               |
| JON         | CHASE        | HAROLD FRENCH               |
| GENE        | MCKELLEN     | HAROLD FRENCH               |
| KENNETH     | TORN         | HARPER DYING                |
| KIM         | ALLEN        | HARPER DYING                |
| ALBERT      | JOHANSSON    | HARPER DYING                |
| FAY         | WINSLET      | HARPER DYING                |
| FAY         | KILMER       | HARRY IDAHO                 |
| CAMERON     | ZELLWEGER    | HARRY IDAHO                 |
| MORGAN      | HOPKINS      | HARRY IDAHO                 |
| LUCILLE     | DEE          | HARRY IDAHO                 |
| MATTHEW     | CARREY       | HARRY IDAHO                 |
| JAYNE       | SILVERSTONE  | HARRY IDAHO                 |
| BOB         | FAWCETT      | HATE HANDICAP               |
| KEVIN       | BLOOM        | HATE HANDICAP               |
| RIVER       | DEAN         | HATE HANDICAP               |
| CAMERON     | STREEP       | HAUNTED ANTITRUST           |
| SEAN        | WILLIAMS     | HAUNTED ANTITRUST           |
| FAY         | WINSLET      | HAUNTED ANTITRUST           |
| ALAN        | DREYFUSS     | HAUNTED ANTITRUST           |
| WILLIAM     | HACKMAN      | HAUNTED ANTITRUST           |
| JAYNE       | NEESON       | HAUNTING PIANIST            |
| CHARLIZE    | DENCH        | HAUNTING PIANIST            |
| SEAN        | GUINESS      | HAUNTING PIANIST            |
| GRETA       | MALDEN       | HAUNTING PIANIST            |
| MARY        | KEITEL       | HAUNTING PIANIST            |
| REESE       | KILMER       | HAWK CHILL                  |
| PARKER      | GOLDBERG     | HAWK CHILL                  |
| ANNE        | CRONYN       | HAWK CHILL                  |
| CARMEN      | HUNT         | HAWK CHILL                  |
| CAMERON     | ZELLWEGER    | HAWK CHILL                  |
| CATE        | MCQUEEN      | HAWK CHILL                  |
| IAN         | TANDY        | HAWK CHILL                  |
| GARY        | PHOENIX      | HEAD STRANGER               |
| JESSICA     | BAILEY       | HEAD STRANGER               |
| GINA        | DEGENERES    | HEARTBREAKERS BRIGHT        |
| KIM         | ALLEN        | HEARTBREAKERS BRIGHT        |
| OPRAH       | KILMER       | HEARTBREAKERS BRIGHT        |
| CHRISTOPHER | WEST         | HEARTBREAKERS BRIGHT        |
| MATTHEW     | CARREY       | HEARTBREAKERS BRIGHT        |
| BURT        | DUKAKIS      | HEAVEN FREEDOM              |
| KIRK        | JOVOVICH     | HEAVEN FREEDOM              |
| CHARLIZE    | DENCH        | HEAVEN FREEDOM              |
| ADAM        | HOPPER       | HEAVEN FREEDOM              |
| RICHARD     | PENN         | HEAVEN FREEDOM              |
| MORGAN      | WILLIAMS     | HEAVEN FREEDOM              |
| ALBERT      | JOHANSSON    | HEAVEN FREEDOM              |
| FAY         | WINSLET      | HEAVEN FREEDOM              |
| OPRAH       | KILMER       | HEAVEN FREEDOM              |
| GREGORY     | GOODING      | HEAVEN FREEDOM              |
| JOHNNY      | LOLLOBRIGIDA | HEAVENLY GUN                |
| KEVIN       | BLOOM        | HEAVENLY GUN                |
| SPENCER     | DEPP         | HEAVENLY GUN                |
| KEVIN       | GARLAND      | HEAVENLY GUN                |
| MICHAEL     | BOLGER       | HEAVENLY GUN                |
| AUDREY      | BAILEY       | HEAVENLY GUN                |
| BEN         | WILLIS       | HEAVYWEIGHTS BEAST          |
| DAN         | STREEP       | HEAVYWEIGHTS BEAST          |
| WARREN      | JACKMAN      | HEAVYWEIGHTS BEAST          |
| ROCK        | DUKAKIS      | HEAVYWEIGHTS BEAST          |
| BURT        | TEMPLE       | HEAVYWEIGHTS BEAST          |
| JAYNE       | NEESON       | HEDWIG ALTER                |
| JAMES       | PITT         | HEDWIG ALTER                |
| GENE        | HOPKINS      | HEDWIG ALTER                |
| DEBBIE      | AKROYD       | HEDWIG ALTER                |
| GRACE       | MOSTEL       | HELLFIGHTERS SIERRA         |
| CUBA        | OLIVIER      | HELLFIGHTERS SIERRA         |
| SANDRA      | KILMER       | HELLFIGHTERS SIERRA         |
| MICHELLE    | MCCONAUGHEY  | HELLFIGHTERS SIERRA         |
| JAMES       | PITT         | HELLFIGHTERS SIERRA         |
| JIM         | MOSTEL       | HELLFIGHTERS SIERRA         |
| SPENCER     | DEPP         | HELLFIGHTERS SIERRA         |
| CAMERON     | ZELLWEGER    | HELLFIGHTERS SIERRA         |
| PENELOPE    | MONROE       | HELLFIGHTERS SIERRA         |
| ALBERT      | NOLTE        | HELLFIGHTERS SIERRA         |
| ED          | MANSFIELD    | HELLFIGHTERS SIERRA         |
| HARVEY      | HOPE         | HELLFIGHTERS SIERRA         |
| VIVIEN      | BERGEN       | HIGH ENCINO                 |
| JULIA       | MCQUEEN      | HIGH ENCINO                 |
| GOLDIE      | BRODY        | HIGH ENCINO                 |
| MILLA       | KEITEL       | HIGH ENCINO                 |
| OPRAH       | KILMER       | HIGH ENCINO                 |
